,Falciparum_MSP_Variants_init,Falciparum_Nonspecific_Types_init,MSP1_Merozoite_Kill_Fraction_init,Max_Individual_Infections_init,Falciparum_PfEMP1_Variants_init,Antigen_Switch_Rate_init,Nonspecific_Antigenicity_Factor_init,Falciparum_MSP_Variants_optim,Falciparum_Nonspecific_Types_optim,MSP1_Merozoite_Kill_Fraction_optim,Max_Individual_Infections_optim,Falciparum_PfEMP1_Variants_optim,Antigen_Switch_Rate_optim,Nonspecific_Antigenicity_Factor_optim,loss,lr,stop_epoch,optimizer
108,395,207,0.91,8,1627,0.00000017,0.15,395.0,207.0,1.0,8.0,1497.0,0.4243517220020294,0.07874137908220291,0.31063970923423767,0.1,129,adamW
41,363,387,0.72,6,2609,0.000000049,0.036,363.0,387.0,0.7540990710258484,6.0,2365.0,0.6111727952957153,0.2578742504119873,0.3108581304550171,0.1,137,adamW
58,378,464,0.13,10,5400,0.039,0.00000013,378.0,440.0,1.0,10.0,4899.0,0.9900000095367432,0.614482581615448,0.31103357672691345,0.1,136,adamW
119,336,144,0.56,8,1862,0.00073,0.0000070,336.0,144.0,1.0,8.0,1662.0,0.5356512069702148,0.12154104560613632,0.3117198050022125,0.1,104,adamW
126,289,150,0.76,10,4331,0.00019,0.0061,289.0,150.0,0.009999999776482582,10.0,3931.0,0.6569734215736389,0.5515070557594299,0.3125413656234741,0.1,135,adamW
132,20,422,0.6,7,1508,0.0000000012,0.18,20.0,422.0,0.6018294095993042,7.0,1408.0,0.016248729079961777,9.999999717180685e-10,0.3130926191806793,0.1,128,adamW
168,459,237,0.89,10,1340,0.0000000024,0.0000000017,437.0,237.0,1.0,10.0,1240.0,0.3962612748146057,0.09745441377162933,0.3138142228126526,0.1,133,adamW
164,315,105,0.20,9,1156,0.000000010,0.12,315.0,105.0,0.6926748156547546,9.0,1056.0,0.08182451874017715,0.05524471774697304,0.3139318823814392,0.1,113,adamW
181,383,99,0.12,7,7701,0.0000003,0.000037,383.0,99.0,0.9412270188331604,7.0,6963.0,0.6161804795265198,0.7373418807983398,0.31468552350997925,0.1,115,adamW
198,372,313,0.84,7,8197,0.00029,0.000079,372.0,313.0,1.0,7.0,7360.0,0.9484692215919495,0.8922067880630493,0.3148510158061981,0.1,145,adamW
3,160,345,0.69,6,7111,0.00000039,0.0013,160.0,345.0,1.0,6.0,6385.0,0.9750546813011169,0.6797502636909485,0.31511569023132324,0.1,135,adamW
54,473,119,0.78,9,9253,0.000077,0.64,473.0,119.0,0.009999999776482582,9.0,8344.0,0.13268470764160156,0.7646535038948059,0.31521517038345337,0.1,120,adamW
75,168,138,0.60,9,2212,0.0000000046,0.000014,168.0,138.0,0.1655479520559311,9.0,2012.0,0.5178254246711731,0.19366250932216644,0.315396785736084,0.1,139,adamW
194,235,44,0.23,11,7981,0.000016,0.000000024,235.0,44.0,0.990917980670929,11.0,7191.0,0.5852184891700745,0.5542856454849243,0.31554293632507324,0.1,124,adamW
138,122,146,0.92,11,4240,0.00000015,0.0000000012,122.0,146.0,0.8263499736785889,11.0,3840.0,0.8391145467758179,0.3950754702091217,0.3155871033668518,0.1,133,adamW
83,295,304,0.74,10,2254,0.0021,0.000000061,295.0,304.0,0.8505646586418152,10.0,2054.0,0.6078523993492126,0.20906302332878113,0.31601011753082275,0.1,107,adamW
110,211,46,0.14,8,7207,0.00013,0.000000021,211.0,46.0,0.9958280920982361,8.0,6449.0,0.6321542263031006,0.5437216758728027,0.31610336899757385,0.1,157,adamW
133,434,176,0.12,9,2162,0.000001,0.010,424.0,176.0,0.793066680431366,9.0,1962.0,0.4945245087146759,0.2113289088010788,0.31632301211357117,0.1,126,adamW
76,281,432,0.59,9,4640,0.0000034,0.000071,281.0,425.0,0.6488788723945618,9.0,4201.0,0.9089012742042542,0.5760229229927063,0.3164575695991516,0.1,113,adamW
143,414,142,0.64,9,8668,0.0000000084,0.0029,404.0,142.0,1.0,9.0,7815.0,0.9900000095367432,0.894408643245697,0.3168274462223053,0.1,134,adamW
174,489,282,0.94,8,2140,0.028,0.0000039,469.0,282.0,0.6291590332984924,8.0,1940.0,0.5666403770446777,0.21410773694515228,0.3170120418071747,0.1,135,adamW
